company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,operating_activity,investing_activity,financing_activity,net_cash_flow,company_name,id,peer_group,is_benchmark,return_on_equity_pct_percentile,operating_profit_margin_pct_percentile,net_profit_margin_pct_percentile,debt_to_equity_percentile,free_cash_flow_cr_percentile,interest_coverage_percentile,asset_turnover_percentile,market_cap_crore_percentile,pe_ratio_percentile,dividend_yield_pct_percentile
ADANIENT,,1.65,6.0,3.94,1.1689,1.9208,0.6369,-4707.0,7649.0,7.0,13.7173,6.0,17637,2942.0,,,,,,,102311.0,88418.0,13893.0,14.0,1489.0,4150.0,3541.0,7691.0,,6086.0,49.0,,,,,,,,,,,,,,,,Adani Enterprises Ltd,,No peer group assigned,,0.10460251046025104,0.09014675052410902,0.06708595387840671,0.3096234309623431,0.1297071129707113,0.14782608695652175,0.5010482180293501,,,
ADANIENT,,1.25,5.0,3.43,0.7619,1.5218,0.9493,5723.0,2487.0,7.0,13.4145,6.0,11243,3236.0,,,,,,,102311.0,88418.0,13893.0,14.0,1489.0,4150.0,3541.0,7691.0,,6086.0,49.0,,,,,,,,,,,,,,,,Adani Enterprises Ltd,,No peer group assigned,,0.09414225941422594,0.07756813417190776,0.05870020964360587,0.39748953974895396,0.9058577405857741,0.10869565217391304,0.6415094339622641,,,
ADANIENT,,2.4,5.0,6.140000000000001,0.7328,2.014,0.9259,1372.0,1082.0,10.0,15.4064,10.0,12419,2454.0,,,,,,,102311.0,88418.0,13893.0,14.0,1489.0,4150.0,3541.0,7691.0,,6086.0,49.0,,,,,,,,,,,,,,,,Adani Enterprises Ltd,,No peer group assigned,,0.14644351464435146,0.07756813417190776,0.09014675052410902,0.41004184100418406,0.7071129707112971,0.15434782608695652,0.6373165618448637,,,
ADANIENT,,2.65,6.0,6.1,0.9457,2.1786,0.766,-4568.0,8611.0,8.0,15.5991,12.0,16227,4043.0,,,,,,,102311.0,88418.0,13893.0,14.0,1489.0,4150.0,3541.0,7691.0,,6086.0,49.0,,,,,,,,,,,,,,,,Adani Enterprises Ltd,,No peer group assigned,,0.14435146443514643,0.09014675052410902,0.09853249475890985,0.36192468619246865,0.13389121338912133,0.17173913043478262,0.570230607966457,,,
ADANIENT,,1.14,5.0,3.54,1.8693,1.8709,0.6834,-15656.0,17041.0,7.0,20.2336,14.0,41604,1385.0,,,,,,,102311.0,88418.0,13893.0,14.0,1489.0,4150.0,3541.0,7691.0,,6086.0,49.0,,,,,,,,,,,,,,,,Adani Enterprises Ltd,,No peer group assigned,,0.09623430962343096,0.07756813417190776,0.05450733752620545,0.18619246861924688,0.07531380753138076,0.14347826086956522,0.5345911949685535,,,
ADANIENT,,1.9,7.0,7.33,1.6096,2.4318,0.9028,2167.0,15459.0,22.0,28.9921,6.0,53200,17626.0,,,,,,,102311.0,88418.0,13893.0,14.0,1489.0,4150.0,3541.0,7691.0,,6086.0,49.0,,,,,,,,,,,,,,,,Adani Enterprises Ltd,,No peer group assigned,,0.1694560669456067,0.10482180293501048,0.07756813417190776,0.2280334728033473,0.805439330543933,0.21304347826086956,0.6247379454926625,,,
ADANIENT,,3.46,12.0,8.53,1.6714,2.7493,0.6004,-8455.0,18767.0,28.0,34.2772,5.0,65310,10312.0,,,,,,,102311.0,88418.0,13893.0,14.0,1489.0,4150.0,3541.0,7691.0,,6086.0,49.0,,,,,,,,,,,,,,,,Adani Enterprises Ltd,,No peer group assigned,,0.19665271966527198,0.23375262054507337,0.1278825995807128,0.20292887029288698,0.09205020920502092,0.2391304347826087,0.46540880503144655,,,
ADANIGREEN,,-9.36,80.0,-3.91,3.6135,1.4461,0.0815,-1483.0,1511.0,0.0,0.0944,0.0,4347,28.0,,,,,,,10782.0,2682.0,8100.0,75.0,891.0,4959.0,2323.0,1709.0,,1928.0,9.0,0.0,,,,,,,,,,,,,,,Adani Green Energy Ltd,42.0,Power & Utilities,False,0.10869565217391304,0.7608695652173914,0.05434782608695652,0.18478260869565222,0.25,0.11956521739130435,0.010869565217391304,,,
ADANIGREEN,,-9.32,57.0,-10.29,7.3557,1.6033,0.0942,-3779.0,4428.0,-1.0,0.0857,0.0,9864,649.0,,,,,,,10782.0,2682.0,8100.0,75.0,891.0,4959.0,2323.0,1709.0,,1928.0,9.0,0.0,,,,,,,,,,,,,,,Adani Green Energy Ltd,42.0,Power & Utilities,False,0.08695652173913043,0.6141304347826086,0.06521739130434782,0.08695652173913049,0.17391304347826086,0.15217391304347827,0.03260869565217391,,,
ADANIGREEN,,-23.08,74.0,-24.57,5.7641,1.4264,0.1404,-1041.0,2666.0,-3.0,0.1236,0.0,11142,1625.0,,,,,,,10782.0,2682.0,8100.0,75.0,891.0,4959.0,2323.0,1709.0,,1928.0,9.0,0.0,,,,,,,,,,,,,,,Adani Green Energy Ltd,42.0,Power & Utilities,False,0.05434782608695652,0.717391304347826,0.03260869565217391,0.15217391304347827,0.29347826086956524,0.10869565217391304,0.3423913043478261,,,
ADANIGREEN,,-2.67,57.0,-2.89,6.3072,1.3457,0.1384,-1778.0,3743.0,0.0,0.1507,0.0,14866,1965.0,,,,,,,10782.0,2682.0,8100.0,75.0,891.0,4959.0,2323.0,1709.0,,1928.0,9.0,0.0,,,,,,,,,,,,,,,Adani Green Energy Ltd,42.0,Power & Utilities,False,0.11956521739130435,0.6141304347826086,0.10869565217391304,0.13043478260869568,0.2391304347826087,0.08695652173913043,0.32608695652173914,,,
ADANIGREEN,,5.83,72.0,8.27,11.0041,1.3477,0.1089,-7536.0,9137.0,1.0,0.1407,0.0,24209,1601.0,,,,,,,10782.0,2682.0,8100.0,75.0,891.0,4959.0,2323.0,1709.0,,1928.0,9.0,0.0,,,,,,,,,,,,,,,Adani Green Energy Ltd,42.0,Power & Utilities,False,0.2826086956521739,0.7065217391304348,0.25,0.03260869565217395,0.09782608695652174,0.09782608695652174,0.07608695652173914,,,
